Inhalt der zu verarbeitenden Matrizen
-------------------------------------
In jeder Dateizeile stehen, getrennt durch Tabulator:
Zeile	Spalte	Wert
19827	15714	5
32583	27630	4
31009	9811	8
4070	31965	3
6921	12187	8
309	1246	5
29685	9304	3
20854	26043	5
32238	15217	2
12615	11761	4
18929	8	3
19034	7199	6
17888	17689	3
13119	28429	6
7058	29145	2
2464	30353	6
11	382	8
9024	29693	7
13897	19559	2
23443	6371	2
19238	27116	7
1751	26952	2
14394	314	8
21735	680	4
14798	1277	2
15689	23375	1
18483	26838	6
15140	1526	4
24354	12484	2
31517	29610	4
7659	6664	8
30292	8799	5
24991	23096	7
7405	12483	7
22139	23663	2
30703	44	1
12348	19938	6
23912	29618	6
20769	584	8
17158	2011	8
13769	3529	2
15019	91	4
4147	13694	6
430	20955	7
9860	22685	6
5825	19398	4
23136	1008	2
21423	27270	5
17404	20003	2
24439	13502	6
6190	14085	6
17005	9822	3
13098	23776	4
18789	684	6
10672	17005	3
1558	652	4
16589	25865	1
27193	18100	8
12422	22073	3
2060	19861	2
12293	15529	4
15941	31504	8
2586	24606	5
20117	5214	2
28467	275	6
25931	31917	8
30232	2052	7
15808	3938	2
20239	24970	7
8839	15107	3
9518	29653	7
22938	3121	2
6153	20270	5
27645	14905	1
11269	24195	2
30097	3883	8
6629	15914	3
5381	17273	3
5758	20058	1
32040	10622	8
4497	25627	4
24595	24463	8
5937	30344	2
16860	16221	2
329	8130	8
971	30664	8
3874	4074	3
31317	14978	5
22254	30189	6
28484	14601	1
27077	13592	4
24272	25829	5
31906	20386	3
22938	5422	8
2356	3506	6
3787	26557	8
12199	25997	2
26810	32420	1
16047	21739	6
11250	10935	6
14713	1195	5
31594	14921	1
2900	1879	7
22089	3957	1
26409	6199	3
25239	25475	4
=== Matrix Nr. 77 ===
9503	17393	7
30106	17737	2
23292	9429	3
5602	32414	2
31779	11375	1
31777	12594	6
5187	8445	8
12140	13675	6
15369	20681	3
3702	9751	1
18812	22185	5
15072	6677	1
1482	29191	1
15546	26946	1
28842	14913	3
9153	3142	3
23976	10314	2
14597	16159	4
4593	25286	8
20214	7290	4
2418	14365	2
14094	31796	6
16500	3901	4
11155	2465	2
23288	8957	8
24860	22115	5
21874	25950	7
18152	13563	2
8907	16165	8
3627	29279	6
18847	21885	4
12239	10288	3
18233	25246	4
9570	26988	6
18624	20408	4
13617	2478	1
15239	28039	7
23220	17243	1
23434	13921	5
19417	6983	7
21360	16288	3
12501	8388	6
17339	14765	1
10109	7947	8
11998	25885	4
27743	4484	6
26232	2206	7
21258	15970	7
14823	1704	5
25669	21369	1
24809	813	4
21551	20332	4
32010	26807	1
23415	30076	3
8978	22971	2
9771	5276	1
14762	1552	4
20438	6815	6
11508	17850	4
6106	21138	5
3787	4505	4
27225	22951	1
18916	18327	1
22782	22585	8
8715	27492	2
31872	29900	1
26154	5610	8
17098	21793	8
2274	21753	6
14073	26031	7
23261	10720	2
10164	6686	3
28189	28901	2
1424	31131	2
19453	5351	6
13947	8225	5
12184	22916	5
15452	31232	5
29905	2971	1
15477	29013	4
28730	23307	4
551	7468	2
32386	20976	6
21278	20605	1
23094	7384	4
9245	15179	8
15608	29856	5
17629	14988	8
3455	17916	4
16056	929	3
28148	31703	6
=== Matrix Nr. 78 ===
13593	7813	3
30348	26889	1
26602	11782	2
22127	797	8
22395	26517	3
2381	17177	1
18060	25761	6
23089	25219	5
17029	13678	8
7276	6686	4
17158	25064	1
27060	21776	1
10579	24294	3
24776	18032	8
15680	32470	4
25146	18542	3
=== Matrix Nr. 79 ===
2223	6863	1
12590	13203	4
29640	11630	5
15404	16848	3
4955	27416	2
13914	25672	8
2115	7025	8
9141	1062	5
27034	9764	2
6957	17879	3
19736	31067	5
22431	25475	5
26624	14954	6
19758	24219	5
18523	8611	2
27245	29134	4
6522	2125	2
1350	9166	7
29275	24063	2
6135	7218	1
16824	28839	2
6304	28221	3
5303	661	8
8991	14883	4
28622	13468	5
27705	25358	8
12894	26702	1
17653	17852	7
17288	25996	1
11023	14999	5
17449	22041	3
23676	684	6
10859	18522	8
29428	28815	3
24794	19364	8
28091	31367	8
16642	32213	4
32532	5539	1
1533	5434	8
16434	20862	3
11642	25319	3
27005	15066	7
15910	18702	5
9857	8034	1
8318	32253	3
25579	30509	4
13167	32708	1
23382	2267	3
6229	9653	6
29656	25442	5
27185	5184	7
8086	5348	5
16953	19662	8
32195	10281	8
8193	30386	7
1487	31370	2
5625	8011	6
11200	31352	1
2798	24289	6
5854	25317	8
2001	23785	2
31552	8747	4
29944	27063	6
15324	23382	6
27784	7363	5
32289	26326	3
28627	28173	2
6477	29697	4
27595	26179	4
6904	32493	2
7388	5304	5
18315	18061	3
7368	19276	7
22685	23831	8
17755	32723	3
5231	24858	6
10510	28580	5
247	30670	8
16122	3406	8
14913	20867	8
4516	10663	4
9994	26427	1
22661	182	8
14305	19669	7
29287	10281	8
23613	30032	2
19172	8262	7
13879	12046	1
24489	18859	2
8432	31781	1
27221	4399	3
9943	20249	6
14854	4289	4
23613	11927	5
5101	32547	7
2040	25354	5
5256	25026	2
26381	10015	2
4945	23335	1
31127	28822	2
2302	30129	3
30302	22767	4
31919	15769	6
4070	1492	7
5784	11884	8
28883	16210	6
14083	14207	5
3834	13882	2
26311	14354	5
31612	26437	5
12936	7954	1
31668	6097	8
5203	9145	6
18919	12112	8
1915	9098	3
11760	15547	7
20669	26448	4
32102	22954	2
30998	13355	8
20460	25831	1
982	28369	8
8098	19597	2
6347	1679	7
30458	25618	7
16800	10923	7
1120	7382	2
1472	18485	6
16745	30721	3
12900	18286	7
7825	16095	6
1163	18250	6
9648	2812	2
18708	31416	1
5280	31136	7
27439	7862	4
24284	7821	1
25570	4447	8
8183	30724	8
7510	12650	2
8763	23162	6
13088	10975	1
978	5257	8
5327	232	5
2632	31743	2
602	19973	4
10056	15131	1
12873	11026	8
25305	8528	5
16305	17116	2
7830	32048	7
21073	6967	1
17032	11597	2
23930	24023	8
12206	13351	4
25225	14938	3
7518	16263	4
27158	10304	3
7679	19933	2
29482	10949	5
15558	31859	8
31251	4576	4
18821	8081	2
187	23246	8
18608	8685	4
16516	6127	6
27924	23289	4
29202	31463	7
19971	9199	7
29085	3389	6
2017	420	7
1676	8940	2
28233	19857	2
19346	28577	3
15953	29330	3
12424	12967	4
9365	8772	7
25008	30370	6
15877	28177	4
6185	14759	6
19382	31562	1
1467	18276	4
28965	11226	1
16971	29251	3
20898	7545	3
27530	31188	2
3307	24428	5
6085	7144	6
17436	17200	5
25313	23318	8
18291	18087	5
18657	16554	1
8871	22168	3
17294	6447	2
16577	7851	3
18712	12810	8
8624	22559	7
26567	17390	2
27411	6898	2
24338	18692	6
19190	11570	2
20673	20255	2
32360	15019	2
1245	13660	6
10044	21305	6
20884	498	1
17232	6233	5
5227	26665	5
23857	13016	7
23629	32680	5
16630	4013	2
31825	26017	6
29087	3939	2
19796	21888	8
6762	21919	1
30910	2598	6
5330	20129	6
20737	14817	6
10035	24275	7
3257	3729	1
10571	5317	2
16249	26824	6
4884	12330	4
14238	22462	5
28581	28841	6
2765	18803	7
4381	30117	3
8922	23896	6
967	5196	5
6996	18765	5
28149	31618	1
17382	13285	1
5962	21902	2
13895	6172	4
3430	26001	1
11905	1555	6
5420	29481	2
19102	12650	5
7977	16598	6
4913	2372	8
6838	23027	2
16427	24368	7
5874	19300	2
9723	14680	7
29098	26194	2
9460	8649	8
13246	3704	6
26976	26554	8
30641	24063	1
21717	10517	4
8796	9940	2
6555	27053	4
7939	7678	2
30549	19179	5
1850	22366	6
13338	29143	6
29783	14556	7
28615	8900	4
31600	16889	1
22329	24846	1
22029	299	4
7076	18085	8
18705	25250	2
30277	6753	2
18585	15419	6
31527	15693	4
29361	10445	4
7600	9833	1
5170	31001	5
8234	8607	6
21042	19200	7
17296	12753	6
6075	18381	7
32576	8017	5
23251	12465	4
24669	13092	2
31985	19662	7
32530	13526	3
19065	3677	8
19435	17365	4
14806	27849	5
25086	26248	4
22079	4073	4
6821	30867	6
2908	3219	6
26093	20249	6
7740	11580	3
30475	17614	7
21845	8555	7
13940	14651	2
29844	1308	6
13166	13701	2
5018	3444	5
3374	11917	1
17345	23113	4
4073	3921	6
18554	1137	8
7256	10185	2
8226	3799	4
28834	7094	8
5221	29889	8
8110	18987	4
20676	14800	7
66	12712	7
25305	12446	8
12164	24100	8
23407	13066	1
31409	17756	7
22667	21393	2
12839	27455	1
=== Matrix Nr. 80 ===
24563	12613	8
7190	2896	8
28377	8249	2
1909	9554	6
20148	22152	7
28686	31389	7
16736	18282	2
26735	21052	6
19130	5865	7
18035	18108	4
32043	14971	6
2872	8332	5
18125	13551	7
9567	9353	8
2223	18196	8
19335	27615	8
30827	18333	2
6491	4207	7
28297	22925	8
21638	21864	6
15059	21672	7
15249	1576	8
18831	24402	2
6622	14810	3
31394	30373	7
822	13374	6
26621	3233	2
24231	19614	3
2800	19903	6
7071	10727	8
18478	22105	4
23953	20306	2
30890	30108	2
27012	30504	4
=== Matrix Nr. 81 ===
6553	24323	5
32339	8581	7
30770	11404	3
19347	6953	2
32270	8993	8
17491	9393	2
18740	6131	2
25143	23765	8
1840	28854	3
25239	12409	3
11466	20984	5
27306	27061	1
11317	30229	4
8427	4899	4
18899	11374	1
31032	22286	3
13277	29677	6
32340	23128	1
7055	21762	1
7893	24888	1
20144	24213	8
15539	24602	6
18047	18086	7
17890	1345	5
23931	31380	8
16829	22533	1
28539	13372	1
21051	20673	1
8204	16499	4
881	21896	4
31002	22729	1
28948	22662	6
20611	1023	7
18476	5062	2
9179	7655	6
2860	22349	1
16563	25157	6
11484	6520	1
16673	32170	2
26834	7120	5
18400	19584	7
6612	14678	7
31754	20329	7
6242	24687	2
21836	539	1
30521	5854	5
19167	15867	3
20957	19351	8
1712	9244	1
17821	3401	8
11132	17017	1
10117	19952	1
22472	22142	5
10811	31446	2
10495	17210	1
31933	11716	4
26910	7121	3
1907	26456	8
5811	4875	2
24350	27570	7
27162	18192	4
23939	20994	5
11326	19630	5
7645	27796	5
29258	8130	6
28551	12913	8
28425	18070	5
15195	5293	1
21997	5204	2
26802	30970	1
5360	6880	6
5389	16407	2
16838	5812	2
32206	6708	2
19498	32659	3
23950	17515	8
10783	32561	6
18161	29129	4
5242	27420	3
17666	26544	5
22811	4497	8
19841	2168	7
5526	16643	6
27565	30857	8
10304	115	6
2666	2414	7
7895	754	3
31443	29594	6
12611	2791	8
20636	29382	3
15394	16872	5
32721	25146	2
534	4171	2
24523	19805	8
3093	19385	7
25980	24159	7
8239	13928	3
7010	30683	6
17270	20681	5
10169	26565	4
26394	32205	6
8647	20734	1
2520	32265	5
7517	30304	7
3649	24682	8
16342	19753	3
7054	18225	5
29766	30212	6
25081	22127	2
31895	17196	8
23764	23871	5
15289	5970	2
31696	23910	1
14657	31828	3
19003	3375	7
6398	8677	4
1558	23951	4
8563	21429	7
29269	763	6
569	13245	5
22185	2427	5
26544	28854	1
25761	11477	4
7051	6635	1
27909	5099	2
2588	26846	4
16824	15011	7
4713	11901	4
8075	22506	5
7029	21725	5
22712	30138	6
4924	26540	8
1040	20264	2
19539	9438	8
32241	27871	8
13624	1092	6
24488	29337	1
12451	16394	3
1742	12410	6
30849	338	3
10675	24910	5
32097	15199	2
5893	6940	1
12923	17684	6
28201	27027	3
14997	13235	3
11010	25139	5
1137	11037	7
6946	20553	5
9616	5891	3
2960	27403	8
14441	24007	1
1448	29316	8
16230	26880	1
5832	8200	5
8261	10461	4
12736	7527	5
17326	20187	2
2622	16930	5
21277	12681	5
10677	14399	5
888	28239	4
14954	29344	8
25820	16250	7
28839	7391	7
24719	27632	7
25428	28952	7
29721	858	6
23636	14906	6
25839	5298	1
32386	18854	5
10807	1646	1
25125	23878	5
12937	32444	2
18982	28523	7
2495	12174	8
9084	15375	6
18229	11630	8
28035	32585	8
9981	2376	7
17723	7961	3
20727	1199	3
26272	9948	2
9945	13647	3
24216	17659	4
3702	6012	3
11568	27579	1
8182	14633	3
2847	23608	2
30649	7597	1
14016	20207	1
14864	4120	8
27655	12128	1
=== Matrix Nr. 82 ===
11043	7433	4
18465	2227	2
10130	11848	8
9401	24423	4
23217	4493	6
16408	22638	2
21878	24890	7
7837	18501	5
13681	8440	6
=== Matrix Nr. 83 ===
18243	9453	4
28001	14704	7
8231	27598	4
2373	9625	7
4430	26853	6
1534	26969	2
802	32467	2
6361	7261	1
6999	10151	8
7578	17790	6
5691	29816	6
25058	16915	6
5022	26149	3
15105	20973	1
30160	9175	6
20376	27649	1
22128	25636	8
20631	2278	6
26617	25558	1
5493	26540	2
11348	4546	2
15801	18116	6
2007	14661	3
11822	28131	5
13687	32043	6
2645	1837	2
19484	29499	2
15090	29965	4
11861	13463	1
14536	24444	1
13531	20913	1
16097	28339	2
31144	22663	1
18935	25198	5
11409	4703	2
29391	15440	2
7061	23104	8
20400	22796	3
26738	32726	8
11578	26455	7
4629	8839	5
10562	31960	3
21496	24286	4
6792	26757	5
13984	7325	5
18010	7994	5
21417	22033	8
16772	2664	8
5408	24957	2
3104	27180	5
27432	11192	2
4122	13104	5
25620	32596	1
14481	9764	8
4734	30181	3
27730	8628	6
2563	6464	2
24607	12609	7
18089	6353	8
1418	27079	2
23587	23373	3
24966	5049	4
8549	12151	7
25080	15292	4
586	32428	5
27632	23938	3
1082	14960	5
25694	17207	2
11284	23093	3
29516	14655	3
8902	12561	7
17934	10549	1
853	15135	7
12011	24684	6
30795	20674	7
16673	1374	8
1985	510	6
32347	23757	5
29819	18081	1
26354	19081	3
16345	16381	6
20616	17171	8
27522	3926	6
24289	31376	1
27416	20571	7
26896	21200	4
5460	10552	7
2373	11606	8
8542	10795	7
8165	10141	6
10296	29857	6
17074	14101	7
2971	26183	1
30505	26504	8
23189	24206	1
17260	31211	4
8640	13717	8
9029	6851	1
22523	12666	7
22314	11943	8
6626	17277	8
24907	6282	2
30068	10363	7
26894	12496	8
29872	16553	5
14221	13653	7
12556	8349	6
8164	6646	6
21270	4607	7
31869	7742	3
18590	1150	1
1691	14396	7
306	24539	5
16327	3508	7
29664	20010	4
32000	11301	6
25206	401	1
29101	17761	4
3505	15160	1
27841	14751	2
11038	290	4
25761	31064	7
14497	3876	4
32416	6221	4
4821	13117	3
1320	6274	5
19137	32751	6
19446	20248	3
27810	8056	2
25581	7753	7
3244	10484	7
18539	26359	3
20503	13518	6
28196	22918	8
6102	8205	1
24563	254	4
16317	1628	8
28705	21672	5
24595	2278	2
1291	7076	7
30905	3160	8
15928	19238	5
13418	17056	1
11061	4953	7
22467	9553	8
8150	22566	2
17178	2985	4
27057	10824	6
32584	21421	2
22752	19054	6
27885	14298	1
17020	9064	5
10973	29534	3
27979	18826	2
29628	21714	3
18829	15560	8
23527	25574	1
31484	14398	3
20546	22673	6
10318	5403	1
19336	25230	2
17889	45	6
15141	13911	6
14681	18561	4
19916	4322	7
21072	13002	5
13634	30142	4
14452	20631	4
4628	25456	8
10655	11135	2
6967	10262	2
17101	29634	4
27841	29888	1
9475	7964	5
4150	22528	8
9081	20408	1
5668	30870	4
23213	17538	1
19464	20302	7
10282	19278	6
2726	19302	1
2338	655	4
6239	20249	5
31280	31624	8
30771	23064	2
7386	20299	7
2400	5666	2
14258	18398	4
25835	24060	3
11292	11348	2
15728	20845	2
18733	22987	5
31499	10512	1
1305	27782	4
12350	21275	2
12076	9115	3
9752	32368	1
10822	12015	2
27920	11144	8
17480	2677	8
27981	13085	5
22782	15089	5
11346	165	6
12130	32678	5
14151	4849	2
30295	10680	2
10331	16278	7
544	5424	5
25326	17890	4
32323	2270	5
13698	1166	4
16293	22930	1
24998	12662	5
20715	25180	5
26976	21738	7
18324	1753	4
16054	4742	3
31303	21940	6
23911	1933	1
24902	20710	7
16376	19254	8
20482	11868	2
22691	30586	1
25417	24321	8
3010	8500	8
396	9069	2
27854	23735	6
13084	15518	7
19	26672	6
30335	11403	5
21146	26464	6
6441	19822	2
9985	21659	7
5942	6167	7
4410	30986	6
9475	4265	1
29794	29346	2
23467	20115	3
15665	6233	4
7648	16282	4
14521	32109	7
15505	28500	4
23135	31460	3
15192	4971	4
30050	4756	7
25266	12910	1
11592	16712	7
8799	15921	8
32256	32225	4
12426	15324	7
1959	16778	1
25216	25402	2
4903	6476	2
547	19439	4
23602	31666	3
28507	6805	2
25157	32051	5
16178	30968	1
9647	5284	7
21089	19426	8
5846	31961	4
7027	24120	7
27958	29504	5
4302	27740	7
26823	11042	5
8513	27655	6
31688	23485	3
486	27683	1
21546	25484	2
25208	17731	2
784	9538	1
4467	24270	6
26139	4975	4
27535	22012	7
18808	26054	5
10877	11056	2
19185	16248	7
21744	3932	8
9583	12329	3
17995	20073	6
2473	354	5
3738	29916	2
21497	16530	8
23450	32304	5
6286	31223	7
16889	26276	6
30326	13066	1
10780	13919	1
14125	29510	8
26117	21825	7
17335	8281	7
7731	32191	8
14712	12069	3
24985	19086	1
14398	15648	5
18670	28181	2
12344	7658	8
22548	29660	3
20948	22327	4
10308	19308	4
6839	31077	2
31798	6499	6
8784	19785	6
15247	13988	2
3502	32	4
1331	12012	7
17829	23724	1
8267	18234	1
31596	19674	5
8732	27071	2
1837	24965	5
13071	6233	3
2375	1600	8
1903	1994	7
16948	25884	1
28875	5409	7
7752	25325	8
29436	13331	2
18888	5756	2
5187	4151	8
5905	15780	3
16890	13408	6
25534	2383	5
11211	29325	4
19217	13771	5
30057	19491	1
8968	22263	7
9027	3442	1
20203	6187	8
16554	171	6
11573	32240	1
32341	23515	3
8226	3046	2
32348	10888	7
14152	7012	1
16110	16115	1
9737	16312	7
10104	62	2
17854	23311	7
13306	481	1
13290	4978	8
10415	1582	7
31705	14677	4
11363	12505	1
30836	31154	4
12803	4032	7
1586	29601	1
19019	3941	1
1642	3559	4
23715	15829	6
27774	17152	6
29319	14836	5
25225	6788	4
17164	9835	4
22174	15613	1
5215	16035	7
17081	2947	1
26460	4497	1
4333	30398	1
17796	14666	4
27256	2333	5
1017	30606	8
23493	18015	3
28242	16074	6
20610	14023	2
8802	11340	5
21074	16014	4
582	9109	3
31172	21103	5
5204	25610	2
29850	16487	7
29275	24063	1
194	27005	4
13699	12280	1
11040	32065	7
8397	16273	1
14847	24769	8
9928	19698	8
18763	15318	8
=== Matrix Nr. 84 ===
1993	5273	2
5202	18516	2
18190	30877	5
10855	24961	4
26864	31117	6
19874	31087	1
20014	19488	5
32048	20348	3
8494	3292	4
29992	27226	7
11145	28421	6
11242	7536	7
22852	30317	6
6505	5239	4
31863	25592	7
28409	20892	7
24410	2813	1
29275	24063	1
26225	2447	4
11248	22977	1
1473	9798	8
30660	2493	6
12369	17504	6
10104	15486	6
12736	2150	6
=== Matrix Nr. 85 ===
12563	20523	2
9691	102	7
21839	804	1
20456	15248	2
1887	8240	3
10139	9448	7
14297	30007	5
11330	20258	4
25298	21627	3
32536	3910	3
27211	25800	1
27584	20655	2
15736	7964	1
29259	18561	3
25239	6319	4
10337	26539	2
31813	11876	5
28511	29194	4
9368	25354	5
7050	18006	5
18279	21499	3
19626	30159	1
21121	8181	5
29347	7149	5
28109	2625	3
22764	17795	5
18050	6282	8
10737	29711	1
8183	29674	8
14278	13613	5
8636	1563	1
2483	12140	5
3583	12756	7
18045	15603	4
31847	12718	6
8575	436	8
13544	11051	2
1263	11815	7
9025	27577	3
24029	8382	1
26405	9152	5
16085	10130	3
3641	22558	2
5156	4344	2
23660	15525	7
28986	21760	4
31836	19049	1
8341	15118	8
21692	15116	4
10299	17931	7
24831	11848	6
29365	14045	2
6828	12640	2
20735	26667	2
3629	14410	1
9199	30618	8
28918	26276	2
29275	24063	1
15353	28670	3
18514	23259	8
29801	17725	6
14147	6156	1
19293	15828	6
12072	15231	7
18982	12083	1
21047	28889	7
2528	2429	3
10210	9294	8
3676	25668	1
8895	21625	6
9651	24918	8
13463	11696	2
1303	7106	1
6298	22239	7
3009	18577	3
25841	7257	6
31502	31731	3
11301	32543	8
7975	196	3
19477	12166	6
26052	10687	7
19307	12364	2
18675	19125	8
10196	23416	8
20963	28060	6
1644	21653	2
23585	10851	8
9491	11313	1
15316	6586	2
1708	9886	5
2514	31319	3
28024	19565	6
11938	7530	8
7679	13596	1
25038	23084	2
27221	27875	1
17680	29140	1
30867	31923	1
6972	17500	4
26841	1980	1
26872	19417	6
15934	13331	8
8607	22349	1
2932	15444	1
27878	16196	2
12040	9809	1
8724	7579	3
13450	16175	5
23540	16184	5
1787	14210	5
5322	24999	1
22107	6718	2
7143	10197	6
13610	28574	6
32449	22623	6
21553	14674	5
15755	15660	8
12799	10130	3
26566	12111	2
24780	32480	6
5963	19301	1
201	13478	4
16558	18920	8
1546	23799	5
1555	21550	8
=== Matrix Nr. 86 ===
10373	11793	8
13777	14863	8
16858	11901	4
28778	30054	5
12267	10458	5
10697	16360	6
25698	19633	7
26570	29961	5
26811	1521	7
21612	23780	2
7022	7389	1
1090	7774	6
5705	11917	3
16902	17928	2
22300	4698	1
22095	23647	8
15174	23239	5
11995	16767	5
29637	24777	4
2806	15721	5
6865	15991	8
31452	15202	2
21806	23183	3
7717	19492	2
14525	14414	6
12711	7622	1
24303	14225	7
14155	27059	7
25891	24373	8
25284	14343	7
30242	16432	4
3125	5407	4
7979	2532	7
17950	16723	1
30799	6279	3
26155	19457	5
23318	11461	3
26815	17017	1
21399	10211	4
9547	28782	7
30607	10762	3
24016	29426	4
11296	22659	2
24100	24615	4
28211	28684	6
12239	21808	8
15040	11153	8
28054	10497	4
2910	486	1
3602	7717	8
20716	23903	5
7912	1682	4
14647	18002	1
29307	13334	3
11746	5605	3
16426	5404	3
10749	14530	2
15229	20642	4
4372	24954	6
16589	26045	3
28051	22722	8
30286	4621	3
13783	28114	2
13952	24535	5
15946	29580	5
21869	2001	4
9293	18232	5
25676	7101	1
4334	9196	4
3927	1638	6
912	4620	6
8178	8864	5
13330	9302	5
8580	20048	7
22815	31870	4
12676	16312	4
2719	20293	1
13224	21098	6
24973	25739	4
2370	20149	1
11674	27094	8
5927	10609	2
28262	28216	5
26550	13160	3
309	5284	7
7896	30419	2
30053	1550	5
21522	26285	3
2329	32486	7
19198	22201	4
15572	3029	1
31944	17563	5
2033	14278	4
1411	6482	2
20802	8596	8
24171	2030	4
13882	14850	3
27254	22881	2
12395	23239	1
19653	7859	1
7241	3529	7
22727	14857	5
21859	18402	5
14904	17461	5
23452	7375	4
18241	22486	2
4613	6662	7
22873	3112	6
29541	5297	4
6599	14607	4
24987	23298	3
29898	19220	7
19539	29584	2
29394	18747	2
8398	30092	4
6487	2051	2
6051	6888	5
15658	11249	6
22223	2496	1
28244	25453	2
19815	1201	6
27108	29412	1
31686	18905	1
22581	8035	5
22037	30392	5
7835	813	4
26746	23342	6
16750	13562	8
11090	20542	8
20466	13787	2
23361	30574	8
9613	8954	5
31744	19921	4
1097	32696	5
15914	18975	3
14997	25031	1
8069	24426	8
15037	11356	6
6761	18004	3
21660	10383	1
25692	27848	8
12902	30839	1
25858	28845	6
24487	28597	6
1505	9227	7
3532	5979	1
4281	22932	1
3012	23676	2
21849	11924	8
3753	28616	8
4408	17333	7
1897	502	1
25152	26651	6
26085	7163	2
15234	12990	6
25612	9007	3
11734	29713	1
21454	30968	2
12183	24151	4
259	25237	8
13804	19767	4
5271	20758	5
14184	17764	2
6301	2731	6
25322	11135	4
21779	28108	7
18172	23930	7
19328	23534	8
9508	23586	2
11186	7354	3
2531	6814	7
17988	3078	8
19806	26625	4
20923	29690	6
10715	19268	4
23888	25136	6
27804	9280	8
6347	25000	6
15041	1158	5
15093	7402	1
18223	2336	2
22669	21167	8
30649	6820	6
31688	3296	6
9980	27421	7
20667	31957	7
15776	25020	8
21828	4374	7
6414	29256	2
15188	6153	4
28338	13001	1
=== Matrix Nr. 87 ===
8863	24663	6
25182	27622	7
2846	4843	3
11127	28897	7
29676	19420	2
14305	21064	6
4703	3740	2
3314	2730	8
31602	26432	2
1490	9965	1
3543	11720	7
19468	13341	4
30026	16803	8
21057	31445	8
20480	752	3
573	21631	7
25919	7197	7
1756	16679	4
2184	10747	2
28541	25756	1
18145	18789	8
11772	18438	2
25614	22783	5
29034	14660	7
29275	24063	1
3050	8898	2
28402	29615	2
28	29772	2
6073	30219	7
1238	15921	1
21907	6102	8
28517	29113	1
481	9275	7
4029	20950	1
12545	2882	2
19008	5939	3
29190	10781	6
10611	28839	2
=== Matrix Nr. 88 ===
5563	20903	2
1891	24706	7
16675	7785	7
15586	3159	6
20199	30659	5
6371	6237	5
8315	13322	2
19622	26753	2
19166	32187	5
2411	28848	7
21569	14870	5
21225	27413	2
20216	27575	3
5564	9772	4
21381	27660	3
29569	30214	8
32409	27835	1
32357	31504	7
=== Matrix Nr. 89 ===
31073	3663	2
23623	13876	5
380	3016	6
3522	5430	8
13156	4835	2
28601	5014	1
21822	28467	2
3641	2912	2
22847	16998	4
5587	11948	1
5677	11844	4
11443	11716	5
6573	9552	1
20265	5924	7
19281	7442	1
857	21972	5
10407	10606	4
26184	10186	6
443	10909	7
18576	18770	3
6856	16283	1
23375	13237	6
17165	11564	2
24118	31892	2
6654	28097	7
26056	28847	5
13130	14569	6
15645	16403	5
24434	4368	3
10444	19172	7
25054	23738	5
30920	9530	8
7864	19580	7
30038	3534	8
6640	24929	3
22372	9836	4
20026	24444	2
14054	3679	7
15847	26326	8
14857	24150	7
30945	24832	1
26201	17008	6
31290	31715	5
20785	23158	3
1285	6834	6
7943	29034	7
23419	3073	2
22904	21739	5
7319	113	7
12830	27186	1
5030	16242	6
23701	24959	2
8844	10	1
21565	27225	4
31398	10656	7
12952	23026	6
24972	9528	5
16724	8835	2
5672	25012	4
16229	5512	5
24539	19934	3
29370	1047	7
13475	24952	8
10352	14292	5
1158	27267	6
17295	17449	1
26535	18033	2
32442	8902	4
31186	1806	7
8020	16292	4
26981	20792	2
6411	22514	6
16736	18282	4
30945	6082	6
5832	11451	8
14719	16152	6
6769	21795	2
27301	18043	6
30469	17808	4
32017	23021	5
24824	14367	7
2570	15402	7
16090	22566	7
28159	23100	2
22698	13756	1
29534	8846	1
3689	26500	5
25984	30605	5
28361	12323	8
19715	23092	7
27908	18986	7
19947	17168	5
8523	30818	3
30040	8368	1
325	29112	6
1984	10352	2
26261	1848	1
25060	8988	6
5996	18396	2
3577	12529	2
27004	14620	8
7108	14545	1
4604	19580	6
26002	25808	1
21880	22926	2
1366	16996	3
8344	24868	7
9301	26331	6
12074	2465	5
21798	26852	1
22810	28081	5
6891	9806	2
29969	19912	2
29208	14673	6
3828	19006	8
28192	17136	3
1159	20192	1
7382	22623	3
1227	6734	7
11125	32622	2
=== Matrix Nr. 90 ===
32513	6783	2
4732	19051	4
21585	1339	6
9450	24055	2
11142	28283	7
5249	3005	7
10339	30686	6
8205	17176	1
4208	23484	2
489	29951	8
9570	23423	2
9278	15064	3
16738	19525	1
29275	24063	1
28072	10237	8
7126	28159	6
29764	15383	4
7561	14464	1
24152	159	7
24896	10051	3
32533	1571	5
31254	6089	2
8990	17955	6
27454	22498	1
21472	29851	2
29947	22590	7
27097	6302	2
2277	27922	4
25951	25992	2
27620	27077	1
653	22196	5
22106	1488	3
10331	3513	1
21368	10333	4
31758	30614	6
18099	17742	5
22911	22367	2
27344	12713	3
1519	5437	3
24588	3745	6
30305	9960	7
1847	29113	8
17325	8932	4
1516	5547	8
13773	8735	5
29732	29466	7
32023	3019	3
28121	28997	5
2900	21892	3
9076	15905	4
22528	13865	3
6712	6832	4
533	21481	3
10732	21363	1
1831	9841	7
30571	1597	2
31433	11341	4
17390	3544	5
6758	16073	4
30501	16699	4
6421	20988	6
24185	30529	2
23578	22215	8
17935	16673	2
27659	21223	7
24678	23830	6
26577	10094	3
30624	20476	6
7680	30784	5
12256	12229	4
